207237,0,13,6,15,2,3,1,13,6,17,6,3,1,4,2,17,10,2,1,7,4,17,2,2,1,13,6,17,7,3
293957,1,6,3,15,6,3,1,9,5,15,9,2,0,9,4,15,8,3,0,7,4,15,9,2,0,6,3,12,7,2
200668,0,9,5,12,5,2,0,4,2,15,2,3,0,6,3,15,9,2,1,6,3,15,3,3,1,11,6,15,7,2
123725,1,11,5,15,1,3,0,9,5,12,4,2,0,4,2,15,6,3,1,6,3,17,2,2,1,6,3,15,7,2
236808,1,7,4,15,7,2,0,6,3,12,4,2,1,9,4,15,8,3,0,13,6,12,3,3,0,9,4,15,6,3
196370,1,4,2,15,9,2,1,11,5,17,2,3,0,7,4,12,9,2,0,7,4,12,1,2,0,7,4,15,7,2
215717,1,9,4,15,9,3,0,7,4,15,8,2,1,9,4,15,9,3,1,4,2,15,1,3,0,9,5,15,5,2
134914,1,7,3,17,5,3,0,4,2,12,3,2,1,9,5,17,5,2,1,6,3,15,3,3,0,6,3,15,7,3
162822,0,4,2,15,1,3,1,9,5,17,1,2,0,4,2,12,3,2,0,9,5,12,1,2,0,4,2,15,5,2
168347,0,9,4,15,10,3,0,9,4,12,2,3,0,4,2,15,6,3,1,9,4,17,9,3,1,9,4,15,8,3
258099,0,9,5,15,10,2,1,6,3,17,7,3,0,11,5,15,1,3,0,4,2,15,9,2,0,6,3,15,1,2
100630,1,11,6,17,4,2,1,13,6,17,4,3,1,11,6,17,2,2,0,4,2,15,8,3,1,7,4,15,6,2
258220,0,4,2,15,10,2,1,6,3,17,4,3,1,11,6,17,9,2,0,11,6,15,5,2,1,4,2,15,3,2
272195,1,6,3,15,6,2,1,9,5,17,6,2,0,9,4,12,9,3,0,9,4,12,3,3,1,4,2,17,1,3
184653,1,13,6,15,3,3,0,4,2,12,1,3,0,9,5,15,3,2,1,11,5,15,9,3,0,7,3,12,3,3
119937,1,13,6,15,7,3,1,6,3,15,7,3,1,4,2,17,10,2,0,7,3,15,9,3,0,4,2,12,2,2
185722,0,13,6,15,5,3,0,7,4,12,9,2,0,7,4,12,8,2,0,9,5,15,2,2,1,7,4,15,8,2
110986,1,13,6,15,9,3,1,7,3,15,4,3,0,11,5,15,6,3,0,9,5,15,8,2,0,7,4,15,9,2
295054,1,9,4,15,6,3,1,7,3,15,7,3,1,9,4,15,5,3,1,9,4,15,7,3,0,4,2,12,9,3
124054,1,9,5,15,10,2,1,11,6,15,6,2,0,13,6,12,5,3,1,4,2,17,4,3,0,13,6,15,5,3
181378,1,6,3,17,5,2,1,9,4,17,6,3,0,4,2,12,9,2,1,11,6,17,9,2,0,6,3,12,1,2
253349,1,6,3,17,6,2,0,6,3,12,4,2,1,13,6,15,7,3,0,4,2,15,9,3,1,9,5,17,7,2
144618,1,7,4,17,2,2,0,6,3,12,10,3,0,13,6,12,10,3,1,6,3,17,7,2,0,6,3,12,10,3
191201,1,11,6,15,3,2,0,6,3,12,9,2,1,9,5,15,1,2,0,6,3,12,8,3,1,4,2,17,3,2
110913,1,7,3,17,8,3,1,6,3,17,9,3,1,7,4,17,7,2,0,9,5,15,1,2,0,13,6,15,5,3
157412,0,4,2,12,1,2,1,7,3,17,3,3,0,6,3,12,8,2,0,11,6,12,7,2,0,9,4,15,3,3
272295,0,7,4,15,4,2,1,11,6,15,4,2,1,13,6,17,3,3,1,7,3,15,7,3,0,7,3,15,3,3
142010,1,7,3,17,1,3,0,13,6,15,10,3,1,11,5,17,6,3,1,7,3,15,6,3,0,6,3,15,1,2
169936,0,4,2,12,7,2,1,9,5,17,5,2,1,6,3,15,3,3,0,4,2,12,9,2,0,13,6,12,9,3
241638,0,11,5,12,5,3,0,11,6,15,8,2,1,4,2,17,7,3,0,9,4,12,6,3,1,7,3,17,3,3
296490,1,4,2,15,9,3,1,7,4,15,9,2,1,13,6,17,6,3,1,11,6,17,4,2,1,11,5,17,8,3
105982,1,6,3,17,4,3,1,4,2,17,9,2,1,9,5,17,5,2,0,7,4,15,8,2,1,7,4,15,1,2
254090,0,7,4,15,2,2,1,6,3,15,6,3,1,7,4,17,3,2,0,13,6,15,2,3,1,7,3,15,8,3
266381,1,4,2,17,7,2,1,11,5,17,10,3,0,9,4,12,1,3,0,4,2,15,6,2,0,7,4,15,7,2
237577,1,4,2,17,4,2,1,11,5,15,10,3,1,6,3,17,6,2,0,9,5,12,4,2,0,6,3,12,1,3
255841,1,11,6,15,7,2,0,6,3,15,9,2,0,7,4,12,7,2,0,9,5,12,1,2,0,7,3,15,4,3
236395,1,11,6,17,3,2,0,9,4,12,9,3,0,4,2,12,5,3,0,11,6,15,1,2,0,4,2,15,9,2
273300,1,6,3,17,5,3,1,9,4,17,2,3,0,11,5,15,6,3,0,6,3,15,4,2,0,4,2,12,7,2
191567,0,6,3,12,4,2,1,11,5,15,9,3,1,7,3,15,7,3,0,4,2,12,6,2,0,6,3,15,3,2
118985,1,4,2,17,8,2,0,7,3,15,7,3,1,7,3,15,6,3,1,6,3,17,10,3,1,4,2,17,6,2
233215,0,7,3,15,6,3,0,6,3,12,2,2,1,9,4,15,4,3,1,9,4,17,5,3,0,13,6,15,2,3
286312,0,4,2,12,6,3,1,7,3,15,3,3,0,7,3,12,6,3,0,7,3,15,7,3,0,7,4,12,6,2
246611,1,4,2,17,9,2,1,6,3,15,10,2,0,6,3,12,2,2,1,4,2,17,4,3,0,6,3,15,6,3
183074,1,4,2,17,3,3,1,4,2,17,8,2,0,7,4,12,5,2,1,4,2,15,7,2,0,9,4,12,1,3
286860,1,4,2,15,10,3,0,11,6,12,5,2,0,7,3,15,10,3,0,7,3,15,10,3,0,7,3,15,7,3
137687,0,13,6,12,7,3,0,7,4,15,2,2,1,9,5,17,7,2,0,6,3,12,2,2,1,4,2,15,8,3
221303,0,7,4,15,1,2,1,11,6,15,4,2,0,4,2,15,6,2,1,11,5,15,4,3,0,13,6,12,4,3
143444,0,6,3,12,9,2,1,6,3,15,9,2,0,11,5,12,4,3,1,11,6,17,6,2,0,7,3,12,10,3
149671,0,9,5,12,3,2,0,7,3,12,3,3,0,11,5,12,1,3,1,11,6,17,9,2,0,11,5,15,9,3
121396,1,7,3,17,3,3,1,6,3,15,2,3,0,4,2,15,2,3,0,11,6,12,5,2,1,11,6,17,3,2
168033,0,11,6,15,1,2,0,9,4,15,3,3,0,13,6,15,2,3,1,11,5,17,7,3,0,9,5,15,5,2
270820,0,9,5,12,5,2,0,4,2,12,1,2,1,7,3,15,8,3,1,9,5,15,9,2,0,13,6,15,7,3
167194,1,7,4,15,1,2,0,4,2,12,3,3,0,7,4,15,9,2,1,6,3,17,3,2,1,7,4,15,2,2
219224,0,9,4,15,8,3,0,7,4,15,9,2,1,7,4,15,4,2,1,11,5,15,8,3,1,6,3,15,7,2
269624,1,11,6,17,2,2,0,4,2,15,5,2,1,13,6,15,1,3,0,7,3,15,10,3,1,7,3,15,10,3
251656,1,4,2,17,6,2,1,4,2,15,3,3,1,7,4,17,3,2,0,11,6,12,4,2,1,4,2,17,1,3
112298,0,11,6,15,10,2,1,9,4,17,4,3,1,9,5,15,1,2,1,6,3,15,2,3,0,13,6,12,10,3
239493,1,6,3,15,3,2,1,4,2,15,5,2,1,6,3,15,5,2,0,9,4,12,9,3,1,4,2,15,2,3
210262,0,9,4,12,3,3,1,11,5,17,1,3,1,6,3,15,6,2,0,6,3,15,6,3,0,7,4,15,9,2
274708,1,4,2,15,9,2,0,4,2,15,1,2,1,4,2,15,10,2,1,13,6,15,7,3,1,6,3,17,2,2
294802,0,4,2,12,5,2,0,4,2,12,5,2,1,9,4,17,1,3,0,13,6,12,9,3,1,7,4,17,1,2
138801,1,4,2,15,1,2,0,9,5,15,1,2,0,7,4,15,4,2,1,4,2,17,10,2,1,6,3,15,8,3
265885,1,11,6,15,9,2,0,4,2,15,8,2,1,4,2,15,6,2,1,11,5,17,3,3,1,13,6,15,4,3
153516,1,6,3,17,2,3,1,9,4,17,2,3,0,11,5,15,10,3,0,7,4,12,3,2,0,7,3,15,9,3
233136,1,9,4,15,9,3,1,11,5,17,8,3,1,11,5,17,7,3,1,9,5,17,10,2,0,9,5,15,7,2
185172,1,13,6,15,8,3,1,9,4,17,2,3,1,7,3,15,4,3,1,11,6,15,9,2,0,6,3,12,4,2
295365,0,11,6,15,4,2,0,6,3,15,3,3,1,9,5,15,5,2,1,4,2,15,6,2,0,7,4,15,6,2
264036,1,4,2,17,8,3,0,11,6,15,7,2,0,4,2,12,3,2,0,7,4,12,1,2,0,9,5,12,2,2
145221,1,6,3,15,2,3,1,9,4,15,1,3,0,7,4,15,6,2,1,7,4,15,4,2,0,7,4,12,8,2
232450,0,6,3,12,6,3,1,11,5,17,2,3,0,13,6,12,6,3,1,11,5,15,3,3,1,4,2,15,3,3
226880,0,6,3,12,8,2,1,13,6,17,8,3,1,7,4,15,9,2,1,9,5,15,6,2,0,11,5,12,3,3
