176275,0,4,2,15,10,2,1,4,2,17,10,3,0,13,6,15,10,3,0,13,6,15,10,3,0,9,5,12,10,2,607110
255874,1,13,6,17,10,3,0,13,6,12,10,3,1,7,3,17,10,3,1,11,6,17,10,2,1,6,3,17,10,3,868999
188919,1,11,5,15,10,3,1,11,6,17,10,2,0,7,4,15,10,2,0,11,5,15,10,3,0,9,4,15,10,3,659998
162061,0,13,6,12,10,3,0,7,4,15,10,2,1,11,5,15,10,3,0,9,4,12,10,3,1,9,4,17,9,3,566335
245953,1,4,2,17,10,2,0,7,3,12,10,3,1,4,2,15,10,3,0,4,2,12,10,3,1,4,2,15,10,2,822949
264404,1,6,3,17,9,2,1,7,4,17,8,2,1,6,3,15,10,3,1,7,4,15,10,2,0,7,3,12,9,3,883914
220872,0,11,5,12,10,3,0,6,3,12,8,3,1,9,4,15,8,3,1,9,4,15,8,3,1,6,3,17,10,2,750452
194681,1,4,2,17,7,3,0,13,6,15,10,3,1,7,3,15,10,3,0,9,5,15,10,2,0,13,6,12,10,3,678569
206257,1,4,2,17,10,2,1,13,6,17,7,3,0,13,6,12,9,3,1,6,3,15,9,3,0,7,3,15,10,3,719922
152370,1,11,6,15,9,2,0,4,2,15,10,2,0,7,3,12,10,3,0,11,6,15,10,2,0,9,5,12,9,2,521023
173287,1,13,6,17,10,3,0,11,6,15,8,2,0,6,3,12,10,3,0,4,2,15,8,3,0,9,5,12,10,2,594134
253661,1,6,3,15,10,2,0,13,6,12,10,3,0,11,5,12,10,3,0,9,5,15,9,2,0,7,4,12,7,2,856809
254841,1,11,6,17,9,2,0,7,4,15,10,2,1,9,4,15,10,3,0,6,3,12,10,2,0,11,5,15,7,3,896647
248352,1,7,4,15,10,2,0,11,6,12,8,2,0,6,3,15,10,3,0,7,4,12,10,2,1,9,4,17,10,3,873464
116949,0,6,3,15,7,2,1,6,3,17,8,3,0,6,3,12,10,3,1,9,5,17,10,2,0,6,3,15,8,3,402413
204376,0,7,3,15,10,3,0,11,5,15,9,3,1,4,2,15,10,2,1,6,3,15,9,2,0,6,3,15,10,3,707760
246455,0,11,5,15,9,3,1,11,6,17,10,2,0,7,3,12,10,3,1,11,6,15,10,2,1,6,3,15,10,2,857141
297432,0,7,3,12,10,3,1,11,6,15,10,2,0,9,5,15,10,2,0,9,4,12,10,3,0,11,6,15,10,2,1023951
254125,1,6,3,15,7,3,0,7,3,12,8,3,1,4,2,17,9,2,1,4,2,17,10,2,1,9,5,15,10,2,843240
112389,1,4,2,17,8,2,1,11,5,17,10,3,1,4,2,15,10,2,1,11,5,17,10,3,1,6,3,17,9,3,350862
220280,0,13,6,12,10,3,0,13,6,15,10,3,0,9,5,15,10,2,0,9,5,12,10,2,0,6,3,15,10,2,677308
134461,0,7,3,12,10,3,1,9,5,17,10,2,0,4,2,12,10,2,1,11,6,17,10,2,1,4,2,17,9,3,464789
254197,0,6,3,12,10,2,1,6,3,15,10,2,1,9,5,17,10,2,0,9,4,12,10,3,0,9,4,15,10,3,885314
187365,1,13,6,17,10,3,0,7,3,12,10,3,1,7,4,15,10,2,1,6,3,15,7,2,0,6,3,15,9,2,653604
258067,0,7,4,12,10,2,1,7,3,15,10,3,0,11,5,12,9,3,0,4,2,15,8,2,1,13,6,17,10,3,898190
200791,1,7,3,17,10,3,1,9,4,17,10,3,1,11,6,15,10,2,1,6,3,17,10,3,1,13,6,15,10,3,629531
130572,0,6,3,15,10,2,1,6,3,17,10,3,1,11,5,15,8,3,1,6,3,17,10,3,1,9,5,15,10,2,449226
246750,1,7,4,17,10,2,1,6,3,15,10,3,1,6,3,17,10,2,1,7,4,15,9,2,0,6,3,15,10,2,851878
142520,1,7,4,15,10,2,1,6,3,15,10,2,0,7,4,15,10,2,0,6,3,15,10,3,0,7,4,12,8,2,497421
113461,0,11,6,15,10,2,0,6,3,12,10,3,0,4,2,12,10,3,1,6,3,17,10,2,1,11,5,17,10,3,399368
289321,1,4,2,17,10,3,1,11,5,17,10,3,1,7,3,17,10,3,0,7,4,12,9,2,1,7,4,15,8,2,988995
155986,1,11,6,15,8,2,0,7,4,12,10,2,0,9,5,15,10,2,1,11,6,15,10,2,1,4,2,17,8,2,546600
217869,0,7,3,15,9,3,0,9,5,12,10,2,0,4,2,15,8,2,1,9,5,15,10,2,1,6,3,15,10,2,755782
297853,1,7,3,15,10,3,1,7,3,15,9,3,0,4,2,15,10,3,0,9,5,15,8,2,0,7,3,12,10,3,1003662
104110,0,11,5,15,9,3,0,13,6,15,10,3,1,13,6,15,10,3,0,13,6,12,10,3,1,6,3,15,9,3,359924
182528,0,13,6,15,10,3,0,6,3,12,10,2,1,13,6,17,8,3,1,6,3,17,6,3,0,4,2,12,8,3,633509
238479,0,11,6,15,10,2,1,9,4,15,10,3,1,13,6,15,10,3,0,11,5,15,10,3,0,4,2,12,10,2,822988
267047,1,9,5,17,10,2,1,11,6,15,10,2,0,6,3,15,10,2,1,7,4,17,9,2,0,11,5,12,8,3,938193
123873,1,13,6,15,7,3,1,9,5,15,10,2,1,13,6,17,10,3,1,6,3,15,10,3,1,9,5,15,10,2,385333
183423,0,6,3,15,8,3,1,11,6,17,10,2,1,7,3,17,8,3,0,4,2,15,10,3,1,13,6,15,10,3,647775
169560,1,4,2,17,9,3,1,11,5,15,10,3,0,6,3,15,9,2,1,11,6,17,10,2,1,4,2,17,10,3,581169
181372,0,13,6,12,10,3,1,6,3,15,10,3,0,4,2,12,10,2,0,4,2,15,10,2,0,7,4,15,10,2,618979
101736,1,11,6,17,10,2,0,9,5,15,10,2,1,6,3,15,10,2,0,9,4,15,10,3,0,13,6,15,10,3,359304
299079,1,11,6,17,10,2,1,11,6,15,9,2,1,11,6,17,9,2,0,6,3,12,10,3,0,4,2,15,10,2,1028282
254969,1,13,6,17,10,3,1,13,6,15,10,3,1,4,2,17,10,2,0,9,4,15,8,3,1,11,6,15,10,2,867373
173830,0,6,3,15,10,3,1,6,3,17,9,3,0,6,3,12,9,3,1,7,4,17,10,2,0,7,3,12,10,3,610570
182467,1,4,2,15,10,3,0,7,4,12,10,2,1,7,3,17,7,3,1,11,6,15,9,2,0,7,3,12,10,3,621428
290835,1,13,6,17,9,3,1,7,4,15,10,2,0,9,4,15,9,3,1,6,3,17,10,2,1,6,3,15,10,3,995037
207010,1,13,6,17,9,3,1,6,3,17,10,2,1,7,3,17,10,3,0,6,3,15,10,3,1,7,4,17,8,2,719528
185927,0,6,3,15,10,2,0,4,2,15,10,2,1,11,5,15,10,3,0,7,4,15,10,2,0,7,3,15,10,3,630742
152241,1,9,5,17,10,2,0,6,3,12,9,3,0,4,2,15,10,3,0,7,4,12,10,2,1,6,3,17,8,2,534979
295950,0,7,4,15,8,2,0,13,6,15,10,3,1,4,2,15,10,3,0,9,4,15,9,3,1,4,2,15,10,3,1011619
